0.996318 -0.085023 0.010989 0.000000 
0.085169 0.996274 -0.013576 0.000000 
-0.009794 0.014462 0.999847 0.000000 
0.000000 0.000000 0.000000 1.000000 
0.990413 -0.137437 0.013880 0.964202 
0.137381 0.990506 0.004890 11.275074 
-0.014420 -0.002936 0.999892 -4.347974 
0.000000 0.000000 0.000000 1.000000 
0.991031 -0.133343 -0.008750 -1.681212 
0.133434 0.990999 0.010745 12.690971 
0.007238 -0.011816 0.999904 -3.802066 
0.000000 0.000000 0.000000 1.000000 
0.992192 -0.124106 0.012381 -11.238401 
0.123667 0.991824 0.031487 14.998207 
-0.016187 -0.029710 0.999427 5.651544 
0.000000 0.000000 0.000000 1.000000 
0.993579 -0.113127 0.001675 1.933335 
0.113113 0.993559 0.006744 4.689150 
-0.002428 -0.006511 0.999976 -7.474784 
0.000000 0.000000 0.000000 1.000000 
